Station,Epiyear,Epiweek,Year,Month,Day,Daily_Rainfall_Total_mm,Mean_Temperature_degC,Maximum_Temperature_degC,Minimum_Temperature_degC,Mean_Wind_Speed_kmh,Max_Wind_Speed_kmh
Changi,2018,12,2018,3,18,0,28.8,33.7,26.3,13.3,37.4
Changi,2018,12,2018,3,19,0,28.9,33.7,25.9,11.2,30.6
Changi,2018,12,2018,3,20,0,28.9,34,26.3,10.4,30.2
Changi,2018,12,2018,3,21,0,28,32.8,26.1,7.2,32.8
Changi,2018,12,2018,3,22,0,29,33.4,26.4,13.7,33.5
Changi,2018,12,2018,3,23,0,28.8,33.5,26.2,12.6,31.3
Changi,2018,12,2018,3,24,0,28.3,32.5,25.3,11.2,34.6
Changi,2018,13,2018,3,25,7,26.7,29.9,24.8,5.8,24.1
Changi,2018,13,2018,3,26,0,28.5,32.9,25.9,10.1,36
Changi,2018,13,2018,3,27,10.2,25.4,28.3,23.7,7.2,36.4
Changi,2018,13,2018,3,28,1.2,26.9,33,24.2,5.8,25.9
Changi,2018,13,2018,3,29,0.2,26.7,30.6,25.1,6.1,27.4
Changi,2018,13,2018,3,30,0.8,26.9,32.5,23.6,5.4,39.6
Changi,2018,13,2018,3,31,0.4,27.9,33.7,24.9,7.2,33.1
Changi,2018,14,2018,4,1,0.8,27.8,32.4,25.1,8.3,29.2
Changi,2018,14,2018,4,2,0,28.5,33,26,9.7,31.7
Changi,2018,14,2018,4,3,0,28.7,33.1,26.4,11.2,31
Changi,2018,14,2018,4,4,0,28.6,33.1,26,10.1,26.6
Changi,2018,14,2018,4,5,0,28.7,33.8,25.5,10.1,29.2
Changi,2018,14,2018,4,6,3.8,28.1,33.3,25.7,9,32.8
Changi,2018,14,2018,4,7,1.4,28.2,32.8,26.2,11.2,28.1
Changi,2018,15,2018,4,8,0,28.9,33.2,26.9,13.7,36.7
Changi,2018,15,2018,4,9,0,29.1,33.7,26.8,14.8,38.2
Changi,2018,15,2018,4,10,0,28.7,32.9,26.1,9.4,28.1
Changi,2018,15,2018,4,11,0,29.3,33.9,26.4,10.1,25.9
Changi,2018,15,2018,4,12,0,29.7,34.4,26.5,10.4,32.4
Changi,2018,15,2018,4,13,0,29.7,33.9,27.1,11.5,35.3
Changi,2018,15,2018,4,14,0.4,28.4,34.3,26.5,6.5,29.9
Changi,2018,16,2018,4,15,14,27.5,33.5,24.6,6.1,31
Changi,2018,16,2018,4,16,1.6,26.6,30.2,25.5,5.4,28.1
Changi,2018,16,2018,4,17,0.2,28.8,33.6,25.6,8.6,29.9
Changi,2018,16,2018,4,18,0,29,34,26.1,10.1,31
Changi,2018,16,2018,4,19,0.6,28.2,33.1,26.2,8.6,37.1
Changi,2018,16,2018,4,20,0,28.5,34.3,26.1,7.9,31.7
Changi,2018,16,2018,4,21,0.2,27.6,32.7,25.7,6.5,29.2
Changi,2018,17,2018,4,22,0,28.3,33.7,25.8,6.8,32.4
Changi,2018,17,2018,4,23,7.4,27.6,32,25.7,5,35.3
Changi,2018,17,2018,4,24,0,28.7,32.9,25.8,5,23.4
Changi,2018,17,2018,4,25,0,30.2,35,26.6,5.8,25.9
Changi,2018,17,2018,4,26,14,28.4,33.2,24.3,7.6,30.6
Changi,2018,17,2018,4,27,12,26.5,31.7,22.6,5,43.6
Changi,2018,17,2018,4,28,0.2,27.7,33.1,24.9,6.5,32
Changi,2018,18,2018,4,29,0,29.8,33,26.8,13,32.8
Changi,2018,18,2018,4,30,4.6,29.1,33.5,24.9,10.8,44.6
Changi,2018,18,2018,5,1,6.8,27.3,29.3,25.7,6.8,34.9
Changi,2018,18,2018,5,2,0.6,28,33.4,25.2,5.8,30.6
Changi,2018,18,2018,5,3,14.2,28.5,32.8,23.6,7.2,35.3
Changi,2018,18,2018,5,4,0,29.3,33.1,26.1,7.9,28.8
Changi,2018,18,2018,5,5,0,29.5,32.2,27.7,7.9,42.1
Changi,2018,19,2018,5,6,0,29.8,34.2,27.6,11.9,40.3
Changi,2018,19,2018,5,7,0,29.5,32.8,26.3,9.4,31.3
Changi,2018,19,2018,5,8,0,30.1,33.5,27.8,13.7,33.5
Changi,2018,19,2018,5,9,0,30.4,33.8,28.3,15.1,33.1
Changi,2018,19,2018,5,10,0,29.4,32.8,27.5,11.2,51.1
Changi,2018,19,2018,5,11,0,29.7,33,27.6,9.4,27
Changi,2018,19,2018,5,12,0.2,30,33.5,27.9,11.5,31
Changi,2018,20,2018,5,13,1.2,28.7,31,26.9,8.3,28.4
Changi,2018,20,2018,5,14,0,28.9,32.6,26.5,8.3,25.2
Changi,2018,20,2018,5,15,0.8,29.1,34,27.3,7.6,33.1
Changi,2018,20,2018,5,16,5,28,33.3,25.9,6.8,36.4
Changi,2018,20,2018,5,17,0,29.1,33.3,26.2,6.1,23.4
Changi,2018,20,2018,5,18,1.2,28.5,33.1,25.8,6.8,30.2
Changi,2018,20,2018,5,19,3,27.9,33.4,24.6,5.4,26.6
Changi,2018,21,2018,5,20,0.2,27.4,30.5,26,4.3,20.5
Changi,2018,21,2018,5,21,1,28.8,32.2,26,6.5,22
Changi,2018,21,2018,5,22,0,28.9,33,27,7.6,49.3
Changi,2018,21,2018,5,23,35.4,27.2,31.5,24,6.5,28.4
Changi,2018,21,2018,5,24,0.8,28.3,32.7,24.4,9.4,25.9
Changi,2018,21,2018,5,25,0,29.1,33.1,26.4,7.6,27
Changi,2018,21,2018,5,26,10,27.8,32,25.9,5.4,24.1
Changi,2018,22,2018,5,27,1.2,28.1,32.4,25.8,5.4,24.8
Changi,2018,22,2018,5,28,47.4,27.4,29.3,24,6.8,25.6
Changi,2018,22,2018,5,29,0.2,28.2,31.6,26.1,5.8,26.6
Changi,2018,22,2018,5,30,0.2,27.9,30.6,26.4,5,19.4
Changi,2018,22,2018,5,31,2.8,27.3,31.2,24.6,5.4,45
Changi,2018,22,2018,6,1,24.2,27.9,30.9,24.1,4.3,24.8
Changi,2018,22,2018,6,2,46.8,27.2,31.2,22.9,4.7,43.2
Changi,2018,23,2018,6,3,0,29,32.9,26,7.2,25.6
Changi,2018,23,2018,6,4,0.4,29.7,32.5,26.5,7.9,23
Changi,2018,23,2018,6,5,0,29.5,32.9,27.3,9,29.5
Changi,2018,23,2018,6,6,0,30.2,32.9,28.2,12.6,31.7
Changi,2018,23,2018,6,7,0,30.3,33.4,28.3,11.5,28.1
Changi,2018,23,2018,6,8,3.8,29.2,31.7,24.2,7.9,36.4
Changi,2018,23,2018,6,9,0,29.3,32.3,27,5.8,21.2
Changi,2018,24,2018,6,10,0,29.9,31.9,28.1,12.2,36
Changi,2018,24,2018,6,11,0,30.2,33.1,28.3,13.7,35.3
Changi,2018,24,2018,6,12,0,29.9,32.5,28.3,9.4,30.2
Changi,2018,24,2018,6,13,1.4,28.5,32.2,25.2,8.3,42.5
Changi,2018,24,2018,6,14,3.2,29.1,32.1,27.1,6.5,27.4
Changi,2018,24,2018,6,15,6.8,27.1,29.5,23.6,5.4,33.8
Changi,2018,24,2018,6,16,0,29.3,32.6,26.1,10.1,31.3
Changi,2018,25,2018,6,17,0.4,29.6,32.7,27.7,11.9,34.6
Changi,2018,25,2018,6,18,9.4,28.4,31.3,23.9,8.3,47.2
Changi,2018,25,2018,6,19,0.6,27.9,30,24.1,11.5,43.2
Changi,2018,25,2018,6,20,21.2,27.1,30.1,23.6,6.5,34.6
Changi,2018,25,2018,6,21,0.6,27.7,32.2,25.7,6.8,31.3
Changi,2018,25,2018,6,22,0,28.6,32.1,25.5,9.7,33.8
Changi,2018,25,2018,6,23,0.6,27.4,31,25.5,7.2,37.4
Changi,2018,26,2018,6,24,0,27.1,30.3,25.1,7.9,27.7
Changi,2018,26,2018,6,25,15.2,26.8,29.4,23.2,5.8,29.2
Changi,2018,26,2018,6,26,31.4,27,29,23,5,34.6
Changi,2018,26,2018,6,27,10.6,26,27.7,23.9,5,32
Changi,2018,26,2018,6,28,0,28.1,31.5,25.2,6.8,25.6
Changi,2018,26,2018,6,29,6,26.3,27.9,23.8,5.4,29.2
Changi,2018,26,2018,6,30,0,28.1,30.2,26.2,9.4,26.3
Changi,2018,27,2018,7,1,1.8,27,30.2,25.3,8.3,36.4
Changi,2018,27,2018,7,2,0,27.5,30.9,25.7,5.4,39.6
Changi,2018,27,2018,7,3,31.4,27.3,29.9,23.1,7.6,29.9
Changi,2018,27,2018,7,4,0,28.3,31.5,24.5,9,29.9
Changi,2018,27,2018,7,5,0,28.9,31.7,26.7,11.5,29.2
Changi,2018,27,2018,7,6,0,28.8,31.5,26.8,15.1,41.8
Changi,2018,27,2018,7,7,32.4,28.4,31.2,25.2,11.9,39.6
Changi,2018,28,2018,7,8,0,28.5,31.3,26.4,9.4,29.9
Changi,2018,28,2018,7,9,0,28.8,31.2,27.1,11.9,33.8
Changi,2018,28,2018,7,10,13.8,26.9,28.5,23.7,7.2,32.8
Changi,2018,28,2018,7,11,0,28.2,31.5,26.7,6.1,24.1
Changi,2018,28,2018,7,12,0,29.1,32.3,27.3,12.2,35.3
Changi,2018,28,2018,7,13,0,29,31.7,27.3,13,32.8
Changi,2018,28,2018,7,14,19.2,28.5,30.7,24.2,11.5,29.2
Changi,2018,29,2018,7,15,25.6,27.3,30.2,21.9,10.1,51.1
Changi,2018,29,2018,7,16,0,29,31.8,27.1,11.9,31.7
Changi,2018,29,2018,7,17,0,29.1,31.4,27.6,13.7,34.6
Changi,2018,29,2018,7,18,0,29.2,31.8,27.8,14.8,37.4
Changi,2018,29,2018,7,19,8,28.2,31.1,23.5,14,40
Changi,2018,29,2018,7,20,1,29,31.9,25.7,8.6,24.5
Changi,2018,29,2018,7,21,0,28.6,31.3,25.8,7.2,26.3
Changi,2018,30,2018,7,22,0,29.3,31.9,27.5,10.4,29.9
Changi,2018,30,2018,7,23,0,29.7,33,28,14.8,41
Changi,2018,30,2018,7,24,0,29.5,32.3,27.6,15.8,40.3
Changi,2018,30,2018,7,25,5.2,27.7,29.7,24.9,7.6,33.8
Changi,2018,30,2018,7,26,0,28.3,32.2,25.5,9.7,31
Changi,2018,30,2018,7,27,0,29.2,32.2,27.1,13.3,33.8
Changi,2018,30,2018,7,28,0,29.6,33,27.4,13,32
Changi,2018,31,2018,7,29,0,29,32,27.5,12.6,36
Changi,2018,31,2018,7,30,4.8,27.4,29.5,24,8.3,34.2
Changi,2018,31,2018,7,31,0,27.8,32.4,26.4,6.1,33.1
Changi,2018,31,2018,8,1,4.2,26.4,27.4,24.6,9,24.8
Changi,2018,31,2018,8,2,0,28.1,31.5,26.2,7.6,26.6
Changi,2018,31,2018,8,3,0,28.6,31.5,26.2,11.9,34.6
Changi,2018,31,2018,8,4,27.2,28.1,30.3,24.9,15.1,33.8
Changi,2018,32,2018,8,5,2.2,28.3,31.1,26.8,12.2,40.3
Changi,2018,32,2018,8,6,0,28.8,31.3,27.1,13,33.5
Changi,2018,32,2018,8,7,0,28.3,30.5,25.6,10.4,32.4
Changi,2018,32,2018,8,8,6.8,26.6,29.6,21.9,7.2,40
Changi,2018,32,2018,8,9,0,28.6,31.3,26.8,9,29.5
Changi,2018,32,2018,8,10,0,29.2,32,27,11.2,32
Changi,2018,32,2018,8,11,0,29.1,33,27.2,11.2,38.2
Changi,2018,33,2018,8,12,0,29.4,32.4,27,10.4,29.2
Changi,2018,33,2018,8,13,0,29.6,32.4,27.9,13.3,34.9
Changi,2018,33,2018,8,14,0,29.8,33,27.7,14,36.7
Changi,2018,33,2018,8,15,0,29.6,32.8,27.9,16.9,37.1
Changi,2018,33,2018,8,16,0,29.4,32.6,27.4,13.3,31
Changi,2018,33,2018,8,17,3,28.2,30.6,24.9,11.5,31.3
Changi,2018,33,2018,8,18,0,29.1,32.3,26.8,16.2,37.8
Changi,2018,34,2018,8,19,0.8,29.1,32.2,27.5,18.4,40.3
Changi,2018,34,2018,8,20,0,29.4,33,27.5,15.5,38.2
Changi,2018,34,2018,8,21,0,29.2,32.7,27.2,14,43.2
Changi,2018,34,2018,8,22,31.6,27.2,29.9,24.1,6.1,32
Changi,2018,34,2018,8,23,5,28.4,33.2,25.3,7.2,26.6
Changi,2018,34,2018,8,24,34.6,26.9,30.8,22.5,8.6,27
Changi,2018,34,2018,8,25,0,27.6,31.5,24.8,7.2,41.8
Changi,2018,35,2018,8,26,0,29,32.5,26.2,10.1,29.2
Changi,2018,35,2018,8,27,0,29.1,32.7,26.5,12.6,36.7
Changi,2018,35,2018,8,28,0,28.6,32.2,27,9,45
Changi,2018,35,2018,8,29,0,28.2,30.7,26.3,8.3,31.7
Changi,2018,35,2018,8,30,6,28.2,32,25,9.4,41.8
Changi,2018,35,2018,8,31,0.2,28,32.5,26.3,8.6,43.6
Changi,2018,35,2018,9,1,0,28.1,32,24.8,7.2,24.8
Changi,2018,36,2018,9,2,7.6,26.9,29.5,21.4,5,45
Changi,2018,36,2018,9,3,2.6,27.7,30.1,23.5,7.9,40
Changi,2018,36,2018,9,4,27.8,26,27.8,23,4.3,35.3
Changi,2018,36,2018,9,5,0,27.5,30,24.5,6.1,24.8
Changi,2018,36,2018,9,6,0,28.3,31.9,25.9,8.3,24.8
Changi,2018,36,2018,9,7,6,26.7,28.9,24.7,5.4,27.7
Changi,2018,36,2018,9,8,45,26.7,30.1,21.8,5.8,42.5
Changi,2018,37,2018,9,9,15.4,27.4,30.3,23.3,5.8,29.2
Changi,2018,37,2018,9,10,2.4,27.3,31.2,25.9,6.5,37.1
Changi,2018,37,2018,9,11,1,26.5,29.1,25,6.5,35.3
Changi,2018,37,2018,9,12,0,27.6,30.8,24.8,8.6,36.4
Changi,2018,37,2018,9,13,0,29,32,26.4,9.4,29.9
Changi,2018,37,2018,9,14,0,29,32,26.5,11.5,33.5
Changi,2018,37,2018,9,15,0,28.7,31,27.3,10.8,28.1
Changi,2018,38,2018,9,16,0,28.7,30.6,27.2,11.9,36
Changi,2018,38,2018,9,17,0,28.9,31.6,27,14.8,34.9
Changi,2018,38,2018,9,18,1.2,27.6,31.9,24.7,7.9,27.7
Changi,2018,38,2018,9,19,0.2,27.3,31.3,25.1,7.9,34.2
Changi,2018,38,2018,9,20,3.6,26.8,32,23.7,6.5,36
Changi,2018,38,2018,9,21,26,26.5,29.8,23.8,5.4,23
Changi,2018,38,2018,9,22,5.6,27.1,31.3,24.7,6.5,37.4
Changi,2018,39,2018,9,23,0,28.7,32.5,25.3,9.7,31.7
Changi,2018,39,2018,9,24,0,28.9,32.1,26.1,11.5,30.6
Changi,2018,39,2018,9,25,0,29,32.6,26.3,11.5,32
Changi,2018,39,2018,9,26,0,28.7,32.5,27,10.8,34.6
Changi,2018,39,2018,9,27,0,29.4,33,26.6,10.4,32.8
Changi,2018,39,2018,9,28,0,29.5,32.5,27.3,13.3,29.9
Changi,2018,39,2018,9,29,0,29.3,32.6,27.3,13,33.8
Changi,2018,40,2018,9,30,0,29.3,32.9,27.3,13.7,45.4
Changi,2018,40,2018,10,1,0,29.5,33.1,27.4,14,36.4
Changi,2018,40,2018,10,2,0,29.5,33.3,26.8,11.5,31.7
Changi,2018,40,2018,10,3,0,29.7,32.6,27.3,9.4,33.1
Changi,2018,40,2018,10,4,0,30.1,34,28,16.2,40.3
Changi,2018,40,2018,10,5,0,29.9,34.5,27.6,13,35.6
Changi,2018,40,2018,10,6,8.8,28.3,33,25.3,10.1,45.7
Changi,2018,41,2018,10,7,11,27.3,31,23.7,7.2,41
Changi,2018,41,2018,10,8,4.8,27.4,31.5,25.3,5.8,29.2
Changi,2018,41,2018,10,9,45.4,26.8,29.9,23.5,5,21.6
Changi,2018,41,2018,10,10,60.6,26.5,31.4,23.7,5.4,25.6
Changi,2018,41,2018,10,11,1.2,27,32.5,24.8,5.8,26.3
Changi,2018,41,2018,10,12,58.8,26.2,31,22.5,5.4,44.6
Changi,2018,41,2018,10,13,2.4,26.6,29.1,24,4.7,20.9
Changi,2018,42,2018,10,14,4.2,25.6,26.6,24.2,4.3,31.3
Changi,2018,42,2018,10,15,0,28,32.2,24.6,5.8,23.8
Changi,2018,42,2018,10,16,0,27.8,32.9,25.3,6.5,48.2
Changi,2018,42,2018,10,17,8.2,27.4,30.8,23.6,5,30.2
Changi,2018,42,2018,10,18,4.6,26.9,30.1,23.4,7.6,33.1
Changi,2018,42,2018,10,19,4.8,28.2,33.3,23.7,5.4,25.2
Changi,2018,42,2018,10,20,9.2,28.8,31.9,24.7,6.5,26.3
Changi,2018,43,2018,10,21,0,29.1,32.6,27.2,10.4,39.6
Changi,2018,43,2018,10,22,0,28.7,32.2,25.1,9,35.6
Changi,2018,43,2018,10,23,0,27.9,32.1,25.8,6.1,30.2
Changi,2018,43,2018,10,24,0.8,27.5,32.1,25.7,5.8,26.6
Changi,2018,43,2018,10,25,0,27.4,31.6,25.2,5,27.7
Changi,2018,43,2018,10,26,0,28.6,32.8,25.9,6.8,30.6
Changi,2018,43,2018,10,27,3.6,27.6,32.1,25.5,5.4,30.2
Changi,2018,44,2018,10,28,5.2,26.9,31.8,25.1,5,28.8
Changi,2018,44,2018,10,29,0.4,27.9,32.4,25.5,5.8,37.8
Changi,2018,44,2018,10,30,0.4,28.3,32.9,25.8,6.8,29.9
Changi,2018,44,2018,10,31,0,27.6,31.5,25.6,8.3,31.3
Changi,2018,44,2018,11,1,0.2,26.4,27.2,25.3,7.9,31
Changi,2018,44,2018,11,2,7.8,26.8,31,24.5,7.6,34.2
Changi,2018,44,2018,11,3,0.4,27.5,31.4,25.4,5,26.6
Changi,2018,45,2018,11,4,3.4,27.8,32,25.4,6.8,30.2
Changi,2018,45,2018,11,5,0.4,27.8,31.8,25.7,5,18.7
Changi,2018,45,2018,11,6,3.8,27,32.3,23.6,6.1,28.4
Changi,2018,45,2018,11,7,12,27.7,31.6,24.4,6.1,25.2
Changi,2018,45,2018,11,8,5.4,27.5,32.7,24.8,6.5,32.8
Changi,2018,45,2018,11,9,1.6,26.8,28.5,25.6,4.7,18.7
Changi,2018,45,2018,11,10,0,27.6,32.3,25.6,5.8,28.4
Changi,2018,46,2018,11,11,0.8,26.9,31.5,25,5.4,30.2
Changi,2018,46,2018,11,12,12.4,27.5,32.5,24.5,5.4,33.8
Changi,2018,46,2018,11,13,2.4,27.1,30.9,24.8,5,23.8
Changi,2018,46,2018,11,14,2,27.7,31.2,24.8,5,19.8
Changi,2018,46,2018,11,15,4.6,26.6,30.9,23.9,5.4,55.4
Changi,2018,46,2018,11,16,0.8,27.6,30.8,25,5,19.4
Changi,2018,46,2018,11,17,18.4,27.2,30,22.4,6.1,45.4
Changi,2018,47,2018,11,18,7.4,26.5,28.9,23.6,5.8,31.3
Changi,2018,47,2018,11,19,20.6,26.9,31.8,23.6,5,32.4
Changi,2018,47,2018,11,20,4,27.7,32,23.8,5,19.1
Changi,2018,47,2018,11,21,13.2,26.4,30.1,22.8,5,40
Changi,2018,47,2018,11,22,2,26.9,29.8,23.6,6.5,27
Changi,2018,47,2018,11,23,4,27.5,31.9,24.4,7.2,29.5
Changi,2018,47,2018,11,24,0,28.2,33.4,25.9,5.8,22.3
Changi,2018,48,2018,11,25,4.8,27.6,30.1,24.2,4.3,24.8
Changi,2018,48,2018,11,26,14.4,27.5,31.9,23.9,5.4,29.9
Changi,2018,48,2018,11,27,9.6,26.6,28.5,24.2,6.5,33.5
Changi,2018,48,2018,11,28,0,28.2,32,25.2,7.9,26.3
Changi,2018,48,2018,11,29,5.6,28,31.5,26,6.8,31.7
Changi,2018,48,2018,11,30,7.6,27.3,30.6,25.2,6.5,22.7
Changi,2018,48,2018,12,1,7,27,31.3,25.5,6.8,30.2
Changi,2018,49,2018,12,2,0.4,27.5,31.2,25.4,8.6,31.3
Changi,2018,49,2018,12,3,2.6,26.9,30.7,25.5,5,22
Changi,2018,49,2018,12,4,0,27.8,31.9,24.9,7.6,26.3
Changi,2018,49,2018,12,5,2.8,27.6,31.4,26.2,6.5,23.4
Changi,2018,49,2018,12,6,4.6,27.1,30.4,25.6,5.8,24.5
Changi,2018,49,2018,12,7,1,27.4,31.6,25.2,5.8,19.8
Changi,2018,49,2018,12,8,0,28.1,32.3,25.3,6.5,26.6
Changi,2018,50,2018,12,9,0,28.4,31.3,26,6.8,25.9
Changi,2018,50,2018,12,10,0.2,27.4,31.6,25.9,6.1,37.4
Changi,2018,50,2018,12,11,33.2,26.6,31.9,23.9,5.8,28.1
Changi,2018,50,2018,12,12,0.2,27.3,31.3,25.2,5.8,30.6
Changi,2018,50,2018,12,13,0,26.5,28.4,25.4,6.5,28.1
Changi,2018,50,2018,12,14,0,26.9,29.6,25.4,8.3,30.2
Changi,2018,50,2018,12,15,0,27.2,30.3,25.2,6.5,22.3
Changi,2018,51,2018,12,16,43.8,26.3,31.6,23.7,5.8,31.7
Changi,2018,51,2018,12,17,0,27.3,30.6,25,6.8,45
Changi,2018,51,2018,12,18,0.2,27.9,31.2,25.6,7.6,25.2
Changi,2018,51,2018,12,19,0.2,28,32.7,25.9,6.5,27.4
Changi,2018,51,2018,12,20,15.6,27.4,32.1,23.6,7.9,29.9
Changi,2018,51,2018,12,21,3.2,27.5,32.1,25.1,7.6,40.3
Changi,2018,51,2018,12,22,0,28.1,31.7,25.6,9,31.3
Changi,2018,52,2018,12,23,0.6,27.9,32.3,25.6,6.1,22.7
Changi,2018,52,2018,12,24,0,28.1,32.2,25.2,7.6,27
Changi,2018,52,2018,12,25,0.2,27.8,32.1,25.5,4.7,45.7
Changi,2018,52,2018,12,26,0.2,28.6,33.1,24.7,8.3,35.6
Changi,2018,52,2018,12,27,0,27.9,31.2,24.9,6.1,26.6
Changi,2018,52,2018,12,28,0,29.2,33.8,25.9,7.9,30.2
Changi,2018,52,2018,12,29,0,28.4,31.2,26.3,5.8,22.7
Changi,2019,1,2018,12,30,17.4,28,33.8,25.6,7.6,38.5
Changi,2019,1,2018,12,31,39.2,27.1,32,24.8,6.8,31.3
Changi,2019,1,2019,1,1,0,28.2,33.4,25.1,6.5,26.3
Changi,2019,1,2019,1,2,0,29.1,33,25.4,9,33.5
Changi,2019,1,2019,1,3,0,29.6,32.9,26.2,13,43.9
Changi,2019,1,2019,1,4,0,29.7,33.4,27,8.6,31
Changi,2019,1,2019,1,5,0,28,31.9,26.5,7.9,28.8
Changi,2019,2,2019,1,6,0,28.6,31.9,26.4,13,35.3
Changi,2019,2,2019,1,7,0,28.9,32.6,26.3,15.5,35.3
Changi,2019,2,2019,1,8,0.6,28.2,31.5,26,12.2,29.9
Changi,2019,2,2019,1,9,0,28.5,32.2,26.1,13.3,37.8
Changi,2019,2,2019,1,10,0,28.6,32.3,26,13,35.6
Changi,2019,2,2019,1,11,5.8,27.9,32.1,24.7,11.5,37.1
Changi,2019,2,2019,1,12,0,28.1,32.2,25,10.8,31.3
Changi,2019,3,2019,1,13,0,28,32.4,25.5,10.4,32
Changi,2019,3,2019,1,14,0,27.9,31.6,25.7,9.7,35.6
Changi,2019,3,2019,1,15,0,28.3,32.2,25.6,9,27.7
Changi,2019,3,2019,1,16,0,28.1,32.3,25.8,9.4,31.7
Changi,2019,3,2019,1,17,16.2,26.9,32.6,23.8,7.9,31.7
Changi,2019,3,2019,1,18,38.2,25.8,28.4,23.5,8.6,31.7
Changi,2019,3,2019,1,19,0,27.2,31.1,24.6,9.4,33.1
Changi,2019,4,2019,1,20,0,28.1,32.2,25.3,11.2,35.3
Changi,2019,4,2019,1,21,1.4,27.8,31.9,25.9,10.1,33.8
Changi,2019,4,2019,1,22,0,27.6,31,25.6,10.8,32
Changi,2019,4,2019,1,23,0.2,28,31.4,25.6,14.4,47.5
Changi,2019,4,2019,1,24,0,27.6,31.1,25.8,14.8,40.3
Changi,2019,4,2019,1,25,0.4,27.2,30.2,25,12.2,34.2
Changi,2019,4,2019,1,26,0,27.4,30.4,25.6,13.3,34.6
Changi,2019,5,2019,1,27,0,27.9,31.3,25.7,13.3,39.2
Changi,2019,5,2019,1,28,0.6,26.8,28.4,25.8,10.4,32
Changi,2019,5,2019,1,29,0.2,27.8,31.8,26,13.7,38.2
Changi,2019,5,2019,1,30,0,27.8,31.6,25.7,13.3,33.8
Changi,2019,5,2019,1,31,0,27.6,31.6,25.2,10.4,34.2
Changi,2019,5,2019,2,1,0,28.1,32,25.6,14,38.9
Changi,2019,5,2019,2,2,0.2,28.2,32.4,25.9,12.6,33.5
Changi,2019,6,2019,2,3,0,28.4,32.9,26.4,13.7,36
Changi,2019,6,2019,2,4,0,28.7,33,25.8,12.2,32.8
Changi,2019,6,2019,2,5,0,28.2,32.4,25.6,11.5,35.6
Changi,2019,6,2019,2,6,0,27.7,32.3,24.7,12.2,35.3
Changi,2019,6,2019,2,7,0,28.1,33,24.8,11.9,37.1
Changi,2019,6,2019,2,8,0,28.7,33.8,25.8,11.9,33.8
Changi,2019,6,2019,2,9,0,28.8,34.1,25.8,10.8,37.1
Changi,2019,7,2019,2,10,0,28.5,32.9,26,14,43.6
Changi,2019,7,2019,2,11,0,27.7,32,24.7,13.3,39.6
Changi,2019,7,2019,2,12,0,28.3,33.3,24.6,10.8,32.8
Changi,2019,7,2019,2,13,0,28.8,32.9,26.5,14.8,38.2
Changi,2019,7,2019,2,14,0,28.5,33.6,26.1,16.2,43.2
Changi,2019,7,2019,2,15,0,27.9,32.9,26,13,34.9
Changi,2019,7,2019,2,16,0,28.2,33.3,25.2,12.6,33.5
Changi,2019,8,2019,2,17,9.2,27.2,33.2,23,8.3,27
Changi,2019,8,2019,2,18,8.6,26.8,30.5,21.9,7.2,24.8
Changi,2019,8,2019,2,19,13.4,28,32.4,25.7,10.4,29.9
Changi,2019,8,2019,2,20,0,28.2,32.2,25.7,9.7,30.6
Changi,2019,8,2019,2,21,0,28.6,32.7,26.1,13.7,35.3
Changi,2019,8,2019,2,22,0,28.6,33.5,25.6,12.2,32.8
Changi,2019,8,2019,2,23,0,28.3,32.7,25.6,11.5,34.9
Changi,2019,9,2019,2,24,0,28,32.7,25.1,11.2,34.2
Changi,2019,9,2019,2,25,0,28.6,33.6,25.6,12.2,34.2
Changi,2019,9,2019,2,26,0,28.7,32.5,26.4,16.2,38.2
Changi,2019,9,2019,2,27,0.2,28,32.1,26.1,13.3,41.4
Changi,2019,9,2019,2,28,0,28.3,32.6,26.1,12.2,37.8
Changi,2019,9,2019,3,1,0,28.5,32.7,26,13.7,41.8
Changi,2019,9,2019,3,2,0,28.4,33,26.1,13.7,36
Changi,2019,10,2019,3,3,0,27.9,33,24.7,12.2,33.5
Changi,2019,10,2019,3,4,0,28.1,33.8,24.6,12.2,30.6
Changi,2019,10,2019,3,5,0,28.8,34.2,24.9,9.4,25.2
Changi,2019,10,2019,3,6,0,28.5,32.1,26.9,10.4,30.6
Changi,2019,10,2019,3,7,0,29.4,34.2,26.8,10.1,32
Changi,2019,10,2019,3,8,0,29.3,34.3,26.7,10.8,28.8
Changi,2019,10,2019,3,9,0,29.2,34,26.6,11.2,36.7
Changi,2019,11,2019,3,10,0,29.2,34.7,26.4,12.2,37.8
Changi,2019,11,2019,3,11,25.8,27.4,33,22.3,7.9,41
Changi,2019,11,2019,3,12,1.2,28.2,34.8,24.9,7.2,28.8
Changi,2019,11,2019,3,13,0,28.9,33.4,26.1,10.8,33.5
Changi,2019,11,2019,3,14,0,28.9,33.4,25.9,11.5,33.1
Changi,2019,11,2019,3,15,0,28.8,33.7,25.4,10.8,32.8
Changi,2019,11,2019,3,16,0,28.7,33.6,24.8,11.9,33.8
Changi,2019,12,2019,3,17,0,28.8,33.4,25.6,11.5,30.6
Changi,2019,12,2019,3,18,0,28.7,33.6,24.8,9.7,32.4
Changi,2019,12,2019,3,19,0,28.9,33.9,25.4,11.2,32.8
Changi,2019,12,2019,3,20,0,29.3,33.7,26.4,12.6,31.3
Changi,2019,12,2019,3,21,8.8,28,34.3,23.1,10.1,31.7
